,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
9284,PU25891,Oregon,9618.310865,No,Basic,High School or Below,1/11/11,Employed,F,80536,Rural,Married,119,5.0,83,0.0,3,Special Auto,Special L2,Offer1,Branch,53.798708,Sports Car,Medsize,nan
9285,TE31876,California,11814.53241,No,Basic,High School or Below,2/21/11,Employed,F,41004,Suburban,Married,102,15.0,26,3.0,2,Personal Auto,Personal L3,Offer1,Call Center,489.6,Sports Car,Large,nan
9286,AX38728,California,2966.944264,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Married,81,14.0,75,0.0,1,Personal Auto,Personal L2,Offer1,Branch,388.8,Two-Door Car,Medsize,A
9287,RO26085,California,12101.20884,No,Basic,Bachelor,2/4/11,Unemployed,F,0,Suburban,Single,112,28.0,30,0.0,2,Personal Auto,Personal L2,Offer2,Agent,1252.406235,Sports Car,Large,nan
9288,HY49431,California,3289.132998,No,Extended,Bachelor,2/26/11,Employed,F,21947,Urban,Married,83,17.0,66,0.0,1,Personal Auto,Personal L1,Offer3,Branch,366.90936,Four-Door Car,Medsize,nan
9289,UP31333,Washington,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Branch,612.300581,SUV,Small,nan
9290,ZM40672,Oregon,6743.126791,No,Basic,Master,1/11/11,Unemployed,F,0,Suburban,Single,61,2.0,76,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Two-Door Car,Small,A
9291,GV68933,Arizona,7679.677721000000,No,Basic,High School or Below,2/23/11,Disabled,M,12677,Suburban,Married,101,21.0,18,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,500.633484,SUV,Medsize,A
9292,IS95398,Nevada,8444.840217,No,Basic,Bachelor,2/7/11,Employed,F,76352,Urban,Single,109,17.0,9,2.0,4,Personal Auto,Personal L2,Offer1,Agent,501.83778,SUV,Small,A
9293,OT49339,Oregon,8432.815731,No,Basic,College,2/26/11,Disabled,M,21052,Urban,Married,111,12.0,55,0.0,5,Corporate Auto,Corporate L3,Offer2,Call Center,453.578343,SUV,Medsize,nan
9294,CE10235,California,3409.677392,No,Extended,Bachelor,1/31/11,Employed,F,85023,Suburban,Married,85,4.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Agent,408.0,Four-Door Car,Medsize,nan
9295,HE15857,Washington,6186.265217,No,Extended,Bachelor,2/18/11,Employed,M,37138,Suburban,Single,83,12.0,1,2.0,9,Personal Auto,Personal L3,Offer1,Call Center,417.28389,Two-Door Car,Medsize,A
9296,YU86594,Oregon,5333.038137,No,Basic,High School or Below,2/10/11,Employed,M,55674,Rural,Married,66,,95,,3,Personal Auto,Personal L3,Offer1,Branch,81.710575,Four-Door Car,Medsize,A
9297,WX31658,Arizona,7218.015592,No,Basic,Doctor,1/10/11,Employed,F,32312,Urban,Married,61,29.0,31,3.0,2,Personal Auto,Personal L2,Offer3,Call Center,276.590788,Two-Door Car,Medsize,nan
9298,RN88075,Washington,3021.938522,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,84,26.0,37,0.0,1,Personal Auto,Personal L1,Offer1,Branch,700.725788,Two-Door Car,Medsize,nan
9299,TA78865,Nevada,20534.39224,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,93,24.0,25,0.0,2,Special Auto,Special L3,Offer3,Agent,669.6,Four-Door Car,Small,A
9300,LW43630,California,9628.702696000000,No,Extended,Bachelor,1/6/11,Employed,F,71269,Urban,Married,80,28.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Branch,350.689559,Four-Door Car,Medsize,A
9301,VE75717,,4868.807554,,Extended,High School or Below,2/20/11,Employed,F,31447,Suburban,Married,121,12.0,16,0.0,1,Personal Auto,Personal L3,Offer1,Web,580.8,SUV,Large,nan
9302,AT31367,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21.0,76,0.0,6,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Medsize,A
9303,FG63582,Oregon,3339.764873,No,Extended,Bachelor,1/15/11,Unemployed,M,0,Suburban,Single,94,20.0,53,0.0,1,Personal Auto,Personal L3,Offer1,Agent,863.327324,Two-Door Car,Small,A
9304,XP11075,Arizona,14567.26841,No,Premium,Bachelor,1/12/11,Unemployed,M,0,Suburban,Single,148,8.0,18,0.0,2,Personal Auto,Personal L2,Offer1,Agent,710.4,SUV,Medsize,nan
9305,IV84135,California,9429.080755,No,Extended,College,2/27/11,Employed,F,75638,Rural,Divorced,83,6.0,52,4.0,2,Personal Auto,Personal L3,Offer4,Agent,108.69654000000000,Four-Door Car,Medsize,A
9306,FL50532,Arizona,8237.251407,No,Basic,Master,2/28/11,Employed,M,48866,Suburban,Married,103,5.0,76,0.0,3,Personal Auto,Personal L1,Offer3,Web,494.4,Sports Car,Medsize,nan
9307,ZX93551,Arizona,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,nan
9308,XZ81226,Arizona,6446.918637,No,Extended,Bachelor,1/1/11,Employed,F,43478,Suburban,Married,80,27.0,79,0.0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,A
9309,RW24925,Oregon,31920.769160000000,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29.0,82,0.0,2,Personal Auto,Personal L3,Offer2,Branch,129.985718,SUV,Medsize,A
9310,QS83113,Oregon,5032.386371000000,No,Basic,Bachelor,1/10/11,Employed,M,30735,Suburban,Married,63,4.0,43,0.0,7,Personal Auto,Personal L3,Offer1,Agent,307.080113,Two-Door Car,Small,A
9311,DH95491,,2229.361773,,Basic,High School or Below,2/26/11,Unemployed,M,0,Suburban,Married,61,27.0,57,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Medsize,A
9312,BQ51616,Oregon,7263.599744,No,Basic,High School or Below,2/22/11,Employed,F,86732,Rural,Married,180,0.0,95,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,204.373113,Luxury SUV,Medsize,A
9313,LD75023,Oregon,26346.08582,No,Extended,High School or Below,1/20/11,Employed,M,48268,Suburban,Divorced,223,28.0,26,0.0,2,Personal Auto,Personal L2,Offer1,Web,1605.6,,,A
9314,JN55850,California,7035.763363000000,No,Extended,Doctor,1/22/11,Employed,M,77235,Urban,Married,87,2.0,68,0.0,5,Personal Auto,Personal L3,Offer2,Branch,310.160362,Two-Door Car,Medsize,nan
9315,YC63458,California,5893.3689060000000,No,Basic,Bachelor,1/22/11,Employed,F,86498,Rural,Married,74,13.0,13,1.0,5,Personal Auto,Personal L2,Offer3,Agent,8.529778,Two-Door Car,Medsize,A
9316,JI82682,California,2480.392738,No,Basic,High School or Below,1/3/11,Unemployed,F,0,Suburban,Married,65,1.0,60,0.0,1,Personal Auto,Personal L1,Offer1,Web,328.3142220000000,Four-Door Car,Medsize,nan
9317,XA75063,Oregon,10213.56338,No,Extended,College,1/9/11,Employed,F,39719,Suburban,Divorced,131,1.0,57,0.0,3,Personal Auto,Personal L3,Offer1,Agent,628.8,Sports Car,Medsize,A
9318,WV57524,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L1,Offer1,Branch,619.2,,,nan
9319,KM65135,Oregon,4763.327142,No,Basic,College,2/28/11,Disabled,M,14957,Suburban,Single,66,24.0,68,0.0,8,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,nan
9320,IA85970,California,8099.466122,No,Basic,Bachelor,2/7/11,Unemployed,F,0,Urban,Divorced,112,19.0,42,0.0,6,Personal Auto,Personal L3,Offer1,Branch,438.812143,SUV,Medsize,A
9321,KQ98040,California,7996.597066000000,No,Extended,Bachelor,2/28/11,Employed,F,70061,Suburban,Married,99,2.0,57,0.0,3,Corporate Auto,Corporate L2,Offer3,Agent,699.517349,Four-Door Car,Small,A
9322,UJ79253,Oregon,21850.84002,No,Extended,College,2/17/11,Employed,F,51056,Rural,Married,78,27.0,86,0.0,2,Personal Auto,Personal L1,Offer3,Branch,95.816516,Four-Door Car,Large,nan
9323,MT41386,Washington,2875.43239,No,Basic,Bachelor,2/2/11,Employed,M,84768,Rural,Married,72,6.0,31,0.0,1,Personal Auto,Personal L3,Offer4,Agent,110.48466100000000,Two-Door Car,Medsize,A
9324,YL91587,Arizona,2374.147419000000,No,Basic,High School or Below,2/6/11,Employed,M,48911,Suburban,Single,61,15.0,6,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large,A
9325,TF61492,Washington,5553.756551,No,Extended,College,1/9/11,Unemployed,F,0,Suburban,Single,92,,64,,9,Personal Auto,Personal L3,Offer1,Branch,662.4,Four-Door Car,Medsize,A
9326,MS18916,California,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L1,Offer2,Branch,1176.2788,Four-Door Car,Small,nan
9327,SN69015,,6371.320461,,Extended,College,1/4/11,Employed,M,23797,Suburban,Married,81,10.0,57,0.0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize,A
9328,SU86402,Arizona,6568.75877,No,Extended,High School or Below,1/30/11,Disabled,F,25876,Suburban,Married,83,29.0,46,0.0,3,Personal Auto,Personal L3,Offer1,Branch,398.4,Two-Door Car,Medsize,nan
9329,WP58340,Arizona,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,,91,,1,Personal Auto,Personal L2,Offer1,Agent,1324.8,Luxury SUV,Medsize,nan
9330,VW65691,Oregon,4314.065657,No,Basic,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,64,16.0,42,1.0,5,Personal Auto,Personal L3,Offer1,Call Center,460.8,Four-Door Car,Small,A
9331,XK84089,California,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,nan
9332,FJ24418,Arizona,3652.666261,No,Extended,Doctor,1/30/11,Unemployed,F,0,Suburban,Married,95,22.0,80,0.0,1,Personal Auto,Personal L3,Offer4,Agent,456.0,Four-Door Car,Medsize,nan
9333,LN55080,Oregon,17732.46488,No,Basic,Bachelor,2/14/11,Employed,F,42191,Rural,Married,74,2.0,43,1.0,2,Special Auto,Special L2,Offer1,Call Center,68.647736,Two-Door Car,Medsize,A
9334,VU30980,California,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,Medsize,A
9335,ZN34245,Arizona,2308.472055,No,Basic,College,2/23/11,Unemployed,M,0,Suburban,Single,68,9.0,34,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,489.6,Four-Door Car,Medsize,nan
9336,AT33529,California,2776.748342000000,No,Basic,Doctor,1/8/11,Employed,F,30893,Rural,Divorced,70,25.0,13,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,85.416096,Four-Door Car,Medsize,A
9337,CE12380,Arizona,20090.43865,No,Basic,College,1/11/11,Unemployed,F,0,Urban,Single,66,16.0,19,1.0,2,Corporate Auto,Corporate L3,Offer1,Agent,252.149798,Four-Door Car,Medsize,A
9338,HS28694,Washington,2829.8639120000000,No,Basic,High School or Below,2/19/11,Employed,F,25317,Rural,Married,71,15.0,97,0.0,1,Personal Auto,Personal L2,Offer4,Branch,50.422181,Two-Door Car,Medsize,nan
9339,WK64739,Arizona,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Corporate Auto,Corporate L3,Offer1,Web,352.394515,Four-Door Car,Medsize,nan
9340,MR39613,California,36860.90798,No,Extended,Bachelor,2/1/11,Medical Leave,M,22854,Suburban,Married,122,28.0,53,0.0,2,Special Auto,Special L2,Offer1,Branch,878.4,Sports Car,Small,nan
9341,LQ50657,Arizona,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Agent,432.0,Two-Door Car,Large,A
9342,NA14154,California,5044.857229,No,Basic,Bachelor,1/24/11,Employed,M,59292,Urban,Married,64,14.0,92,0.0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218.491318,,,A
9343,UT88283,Arizona,2775.080095,No,Basic,College,1/22/11,Disabled,F,29051,Rural,Married,73,31.0,79,0.0,1,Personal Auto,Personal L3,Offer1,Agent,153.20001400000000,Two-Door Car,Medsize,nan
9344,WA67245,Oregon,22093.61618,No,Premium,High School or Below,1/12/11,Employed,F,24193,Urban,Married,185,26.0,79,0.0,2,Personal Auto,Personal L3,Offer1,Branch,785.367947,Sports Car,Medsize,nan
9345,NW23827,California,4652.91278,No,Basic,College,1/5/11,Unemployed,F,0,Rural,Married,63,,23,,7,Personal Auto,Personal L3,Offer1,Agent,151.231247,,,nan
9346,SO55284,Nevada,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3.0,44,0.0,3,Personal Auto,Personal L1,Offer2,Branch,369.818708,SUV,Large,nan
9347,KH93988,Oregon,7708.883885000000,No,Extended,College,1/5/11,Employed,F,71134,Rural,Married,98,21.0,95,3.0,8,Personal Auto,Personal L3,Offer1,Web,196.37368,Two-Door Car,Medsize,A
9348,KK15032,Arizona,2702.380487,No,Basic,High School or Below,2/3/11,Employed,F,46370,Suburban,Married,68,28.0,86,1.0,1,Personal Auto,Personal L1,Offer2,Web,326.4,Two-Door Car,Medsize,A
9349,FG91922,Arizona,40224.01359,No,Basic,Master,2/7/11,Employed,M,48587,Suburban,Married,111,7.0,14,0.0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize,A
9350,BN74259,Arizona,2833.797966,No,Basic,High School or Below,2/21/11,Employed,M,45360,Suburban,Divorced,73,16.0,71,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,Medsize,nan
9351,IE57921,California,4726.869327,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L2,Offer2,Agent,839.348464,SUV,Small,A
9352,DA74095,Arizona,6102.307214,No,Premium,Bachelor,2/18/11,Employed,F,42800,Suburban,Married,153,4.0,11,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,Sports Car,Medsize,A
9353,WO83615,Nevada,5395.434909000000,No,Extended,Bachelor,2/21/11,Employed,M,44047,Suburban,Married,137,12.0,38,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,969.232217,Sports Car,Medsize,nan
9354,VM34210,,7399.032079,,Basic,College,1/1/11,Unemployed,F,0,Urban,Married,101,28.0,34,0.0,6,Personal Auto,Personal L2,Offer1,Web,337.6171490000000,SUV,Medsize,nan
9355,FU65756,Arizona,8177.048957000000,No,Basic,College,2/12/11,Employed,F,54695,Suburban,Married,103,6.0,94,0.0,5,Personal Auto,Personal L3,Offer1,Branch,494.4,SUV,Medsize,nan
9356,XU35186,California,2749.4079850000000,No,Basic,High School or Below,1/22/11,Employed,F,71445,Suburban,Single,70,6.0,95,2.0,1,Personal Auto,Personal L3,Offer1,Branch,336.0,Four-Door Car,Medsize,A
9357,RQ19236,Arizona,8042.8037840000000,No,Basic,Doctor,1/5/11,Employed,M,55411,Urban,Married,100,24.0,53,0.0,4,Personal Auto,Personal L2,Offer2,Web,259.561195,Sports Car,Medsize,nan
9358,PD32641,Oregon,5785.223477000000,No,Basic,College,1/24/11,Employed,M,31320,Urban,Married,72,30.0,95,0.0,5,Personal Auto,Personal L3,Offer1,Branch,293.86579,Four-Door Car,Medsize,nan
9359,SE33381,Arizona,4531.6752690000000,No,Extended,Bachelor,2/4/11,Unemployed,F,0,Suburban,Single,126,19.0,39,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,907.2,SUV,Medsize,A
9360,IG85969,Arizona,5062.37379,No,Basic,College,1/21/11,Unemployed,F,0,Suburban,Single,72,22.0,58,0.0,5,Personal Auto,Personal L3,Offer3,Call Center,345.6,Two-Door Car,Large,nan
9361,OI44122,California,8845.185533,No,Basic,Bachelor,2/14/11,Employed,M,45600,Suburban,Married,113,6.0,96,0.0,3,Personal Auto,Personal L2,Offer1,Agent,617.936885,SUV,Medsize,nan
9362,TX17484,California,15182.27975,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12.0,30,0.0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large,A
9363,YB91420,Oregon,7851.349465,No,Basic,Bachelor,2/2/11,Employed,F,32225,Suburban,Married,66,23.0,90,0.0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize,A
9364,YP47665,Washington,5408.911507,No,Basic,Doctor,1/25/11,Employed,M,80192,Rural,Married,67,22.0,24,0.0,7,Personal Auto,Personal L3,Offer2,Agent,95.193157,Four-Door Car,Medsize,A
9365,CO71128,California,21240.94357,No,Basic,College,1/7/11,Unemployed,F,0,Suburban,Single,190,7.0,45,0.0,2,Personal Auto,Personal L2,Offer2,Agent,1368.0,Luxury SUV,Medsize,nan
9366,VY90611,California,2499.036551,No,Basic,Master,1/27/11,Employed,F,28264,Suburban,Divorced,63,22.0,9,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,364.622773,Two-Door Car,Small,A
9367,SV28347,California,8485.330004000000,No,Basic,High School or Below,2/14/11,Employed,M,32607,Suburban,Single,111,27.0,79,1.0,8,Corporate Auto,Corporate L3,Offer2,Branch,532.8,SUV,Medsize,A
9368,JO68735,California,2292.791874,No,Basic,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,64,18.0,30,0.0,1,Personal Auto,Personal L3,Offer1,Branch,460.8,Two-Door Car,Medsize,A
9369,YQ24856,California,6843.8489710000000,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,66,18.0,21,0.0,2,Corporate Auto,Corporate L2,Offer2,Web,478.509797,Two-Door Car,Medsize,A
9370,OZ97304,Arizona,2630.0092170000000,No,Extended,High School or Below,2/23/11,Unemployed,F,0,Suburban,Single,78,14.0,23,1.0,1,Corporate Auto,Corporate L3,Offer3,Call Center,374.4,Four-Door Car,Medsize,nan
9371,AZ82578,California,7928.829252000000,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72,7.0,75,0.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize,A
9372,HP50399,Nevada,3982.266087,No,Basic,Bachelor,1/5/11,Unemployed,M,0,Suburban,Divorced,113,14.0,77,0.0,1,Personal Auto,Personal L3,Offer3,Branch,542.4,SUV,Medsize,A
9373,IK96366,California,5551.398167,No,Extended,College,2/22/11,Employed,M,36918,Suburban,Divorced,76,28.0,77,3.0,3,Personal Auto,Personal L1,Offer1,Branch,364.8,Two-Door Car,Medsize,nan
9374,IB59831,Oregon,15512.56424,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0.0,7,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,638.4,SUV,Small,A
9375,PY42157,Washington,2472.253893,No,Basic,High School or Below,1/27/11,Employed,F,62006,Suburban,Married,61,31.0,96,0.0,1,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Large,A
9376,PZ31902,Arizona,5797.604861,No,Basic,Bachelor,2/22/11,Employed,F,69276,Urban,Married,74,14.0,22,2.0,8,Personal Auto,Personal L3,Offer4,Web,201.327931,Two-Door Car,Medsize,nan
9377,GN61665,Arizona,10934.73726,No,Extended,Bachelor,2/13/11,Employed,M,47170,Suburban,Married,139,4.0,57,0.0,3,Corporate Auto,Corporate L3,Offer3,Agent,667.2,Sports Car,Medsize,nan
9378,KI18648,Arizona,8084.846371,No,Basic,Bachelor,1/25/11,Employed,F,60662,Suburban,Divorced,68,10.0,38,0.0,2,Special Auto,Special L1,Offer2,Web,326.4,Two-Door Car,Medsize,A
9379,UO48558,California,2993.117683,No,Extended,High School or Below,2/21/11,Employed,M,23277,Suburban,Married,77,14.0,68,2.0,1,Corporate Auto,Corporate L1,Offer1,Branch,369.6,Four-Door Car,Medsize,nan
9380,CC94413,Oregon,5701.277221,No,Basic,Bachelor,1/16/11,Employed,F,41154,Suburban,Married,72,6.0,7,1.0,8,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Small,A
9381,CB44654,Arizona,2409.760898,No,Basic,Bachelor,2/28/11,Employed,M,59665,Urban,Single,62,33.0,3,1.0,1,Personal Auto,Personal L3,Offer1,Agent,167.138119,Two-Door Car,Medsize,A
9382,GH64274,,25805.26839,,Extended,High School or Below,2/6/11,Employed,M,22711,Suburban,Married,82,8.0,74,0.0,2,Personal Auto,Personal L2,Offer2,Branch,393.6,Two-Door Car,Medsize,A
9383,WA15684,Oregon,38445.85587,No,Extended,College,1/29/11,Employed,M,27398,Suburban,Married,125,4.0,71,1.0,2,Personal Auto,Personal L1,Offer4,Call Center,600.0,,,A
9384,FP60372,Nevada,8072.7464420000000,No,Basic,Bachelor,1/15/11,Employed,M,30584,Rural,Married,68,10.0,37,0.0,2,Personal Auto,Personal L2,Offer3,Branch,51.662597,Two-Door Car,Medsize,A
9385,YA80645,Oregon,2899.317224,No,Basic,High School or Below,1/2/11,Employed,F,33738,Urban,Divorced,74,6.0,50,1.0,1,Corporate Auto,Corporate L1,Offer2,Agent,304.3904720000000,Four-Door Car,Medsize,A
9386,IE40701,California,2877.354255,No,Basic,High School or Below,1/30/11,Employed,M,32807,Suburban,Married,73,10.0,10,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,350.4,,,A
9387,NM40177,California,8010.9689820000000,No,Basic,Bachelor,1/27/11,Employed,M,52009,Urban,Married,68,20.0,29,0.0,2,Personal Auto,Personal L3,Offer1,Agent,250.416569,Four-Door Car,Medsize,A
9388,NM39588,Washington,2678.058299,No,Basic,Doctor,1/20/11,Employed,F,72450,Rural,Married,66,21.0,58,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,84.218363,Four-Door Car,Medsize,A
9389,DL45122,California,3329.887725,No,Extended,Bachelor,2/17/11,Employed,M,75556,Suburban,Married,84,24.0,78,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,498.927007,Four-Door Car,Small,A
9390,RE12758,California,6782.556454000000,No,Extended,High School or Below,2/22/11,Employed,M,26116,Suburban,Married,85,6.0,58,0.0,3,Personal Auto,Personal L3,Offer4,Agent,612.0,Four-Door Car,Medsize,A
9391,LE91297,Oregon,5175.28934,No,Basic,Master,1/28/11,Unemployed,M,0,Suburban,Married,71,0.0,26,0.0,9,Personal Auto,Personal L3,Offer1,Agent,340.8,Four-Door Car,Small,nan
9392,AP59947,California,7690.159642,No,Basic,Bachelor,1/12/11,Employed,F,55843,Suburban,Married,64,3.0,80,0.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,307.2,Two-Door Car,Medsize,nan
9393,ZR20842,Arizona,5113.874718,No,Extended,College,1/23/11,Employed,M,94415,Urban,Married,127,6.0,53,1.0,1,Personal Auto,Personal L1,Offer1,Branch,492.770321,Sports Car,Medsize,nan
9394,HO40387,California,2570.761765,No,Basic,Master,1/1/11,Unemployed,M,0,Suburban,Married,72,0.0,93,3.0,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,Small,A
9395,UB61619,,4059.567414,,Premium,Master,2/28/11,Disabled,F,11621,Suburban,Divorced,108,4.0,98,0.0,1,Personal Auto,Personal L1,Offer1,Agent,518.4,Four-Door Car,Medsize,nan
9396,SP63623,Oregon,4692.098956,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,69,31.0,89,0.0,5,Personal Auto,Personal L2,Offer1,Agent,506.92275,Four-Door Car,Large,A
9397,KR62797,Arizona,4591.625938,No,Basic,High School or Below,1/1/11,Employed,F,83297,Suburban,Married,113,,28,,1,Personal Auto,Personal L2,Offer2,Call Center,542.4,SUV,Medsize,A
9398,SR47878,California,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize,A
9399,UY45293,Oregon,3703.930261,No,Extended,Bachelor,2/5/11,Employed,M,21975,Suburban,Divorced,95,28.0,63,0.0,1,Corporate Auto,Corporate L1,Offer4,Agent,456.0,Four-Door Car,Large,nan
9400,QM61543,Arizona,5639.941974,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21.0,50,0.0,3,Corporate Auto,Corporate L2,Offer2,Agent,425.800112,Four-Door Car,Medsize,nan
